year,site,snow,wind,ta_summer,ta_annual,fac,SSP
2086,VIR596,807.3954000000003,9.81423985,-1.521074997,-11.02061237,16.301892504999994,3
2086,VIR240,230.83499999999992,4.199090408544769,-4.59129357,-22.95073603,17.488967799761564,3
2086,VIR747,914.7252000000004,9.034863049993824,-0.912424827,-10.99686076,2.082290956632308,3
2086,VIR78,130.70580000000004,5.538688146110317,-3.618111761,-19.29512184,12.16800494057189,3
2086,VIR182,181.56540000000004,4.431112997576672,-3.821095006,-19.65713738,16.02371828203849,3
2086,VIR561,807.6155999999997,7.013204402047248,-1.172784748,-10.76040097,15.951383714999995,3
2086,VIR586,891.8232,7.209397277287817,-0.947729283,-10.41577248,19.183096714999998,3
2086,VIR529,158.86020000000002,5.180703422122461,-3.556795765,-20.82786141,13.340835068742145,3
2086,VIR192,224.87220000000002,7.095358040569764,-3.843343954,-18.81883363,13.245911563859176,3
2086,VIR30,217.4058000000001,4.923669384,-2.516452374,-15.43464068,0.9274016311840221,3
2086,VIR550,861.1668,5.674559391939018,-0.868207946,-8.598683091,16.78634435,3
2086,VIR395,547.0980000000001,5.158333224636724,-1.681621388,-12.2722702,16.676310012395742,3
2086,VIR606,682.9146000000001,9.293344433629962,-1.337603157,-11.06555895,13.655724195907135,3
2086,VIR533,930.6329999999995,6.146755849201934,-2.053505231,-10.61142537,21.771100410000006,3
2086,VIR188,210.00480000000005,5.942538116094602,-3.147650402,-17.39763146,13.724772314495329,3
2086,VIR688,884.4894000000003,8.650897182385183,-2.474973602,-12.67397639,18.584835966613152,3
2086,VIR734,864.5885999999999,5.986515582790401,0.1970985089252616,-4.635966694,1.1627607503128687,3
2086,VIR459,594.9432000000003,5.239367094390591,-2.337635067,-15.07025677,20.499311240000004,3
2087,VIR102,195.69960000000003,4.303233811377722,-4.159985149,-20.60134363,16.085706805066874,3
2087,VIR623,1253.2368000000006,5.196803453352048,-2.055681375,-8.191713668,24.078057955000013,3
2087,VIR516,988.5678000000006,6.027245284663733,-1.126800393,-10.35339159,20.87415520499999,3
2087,VIR598,873.4446,9.514992395651253,-1.026378119,-10.23607241,17.60851048,3
2087,VIR123,170.77259999999993,5.233461251,-3.399729173,-19.16535994,12.841704916219435,3
2087,VIR305,283.70700000000016,4.5398338707470405,-4.339505227,-22.42148823,17.743312843852582,3
2087,VIR602,790.6338000000001,8.994366443866197,-0.739997878,-9.967776958,10.38210947971689,3
2087,VIR711,864.3365999999999,8.933150977938451,-2.8850427,-13.3664731,19.18357697999998,3
2087,VIR118,212.2164,5.732516361322985,-3.421602154,-17.73564859,3.5938174272945633,3
2087,VIR554,743.3016000000002,5.624406971701361,-0.893273121,-10.36706787,20.169837839999992,3
2087,VIR15,204.8292000000001,6.834340425649319,-2.110399584,-14.59086646,0.34751593999999986,3
2087,VIR582,988.1736,7.3243153338365365,-1.382168766,-11.08415259,19.519468005000007,3
2087,VIR139,124.74059999999997,4.51779984,-4.321206797,-23.13672883,14.266898067427844,3
2087,VIR640,821.3286000000003,7.877840600557057,-0.31761581,-8.941817243,1.7854911159384352,3
2087,VIR481,1066.056,7.029976671610436,-1.544437056,-11.26410954,23.01184904771794,3
